context,label_score,label
"Several studies have proposed detectors for detecting cells or their contents [28,31,30,49].",0.0,Neutral
"TRACE’s F1-measure shows competitive performance with GTE [49], and it achieved a higher score in terms of Purity and Completeness.",0.0,Neutral
proposed Global Table Extractor (GTE)[49] that used two separate table and cell detectors based on Faster-RCNN.,0.0,Neutral
"RobusTabNet[25] used CornerNet[16] for TD, and proposed line prediction model for TSR. Recently, Zheng et al. proposed Global Table Extractor (GTE)[49] that used two separate table and cell detectors based on Faster-RCNN.",0.0,Neutral
"For example, when comparing the result with and without table detection in GTE, the performance dropped by 2.7%.",0.0,Neutral
Zheng et al.[37] 2022 GTE WACV PubTabNet ICDAR 2013 + ICDAR 2019 - - NR Jain et al.,0.0,Neutral
"The following are examples of deep learning implementations for image classification, cell structure recognition, tissue segmentation, and computer-assisted disease diagnosis [11].",0.0,Neutral
"Those researches have mainly focused on Visually Rich Document(VRD)-based tasks, such as academic papers[18, 33], receipts[10, 17], and forms [11, 28], and many benchmark problems has been solved, including layout analysing [14, 33], table structure recognition [3, 31, 32], document question answering [16, 22].",0.0,Neutral
This dataset contains document images from the FinTabNet dataset [11] and relevant questions about these document images.,0.0,Neutral
"With the fast-paced development of digital transformation, Table Structure Recognition (TSR) task, aiming at parsing table structure from a table image into machineinterpretable formats, which are often presented by both table cell physical coordinates [38, 31, 15, 41, 4, 34, 36, 45, 35, 23, 25] and their logical relationships [18, 47].",0.0,Neutral
"To date, several pioneers works [18, 47, 38, 15, 41, 4, 34, 36, 45, 35, 23, 25] have achieved significant progress in",0.0,Neutral
"To attack it, a hierarchical GTE [45] employs clustering algorithm while Cycle-CenterNet [25] designs a cycle-pairing module that simultaneously detect table cells and group them into structured tables.",0.0,Neutral
"Limited by the training datasets [7, 2, 37, 36] used for TSR, most previous works [28, 24, 35, 26] focus on document images that are obtained from digital documents (e.",0.0,Neutral
"Recently, FinTabNet [36] and SciTSR [2] add the cell coordinates and row-column information to become relatively comprehensive datasets for TSR.",0.0,Neutral
"When evaluating on TEDS, we use the non-styling text extracted from PDF files following Zheng et al. (2021).",0.5,Weak
As our baseline training datasets we adopt PubTables-1M [21] and FinTabNet [25].,0.0,Neutral
"These developments have enabled significant advances in deep learning (DL) modeling for TE [18,16,25,21,13,12].",0.0,Neutral
"This includes the development of task-specific metrics for evaluating table structure recognition (TSR) models [5,26,20] as well as the increasing variety of datasets and benchmarks [3,25,26,21].",0.0,Neutral
"To address the need for training data, several large-scale crowd-sourced datasets [3,26,11,25,21] have been released for training table structure recognition models.",0.0,Neutral
"This track is derived from the task of Line Item Recognition (LIR) [26] and is related to Table Understanding [13] and Table Extraction [8, 35] — problems where the tabular structure is also crucial for IE.",0.0,Neutral
"FinQA FinQA is a dataset of numerical reasoning over long-form financial data, containing 8, 281 financial reports, along with their QA pairs and annotated numerical reasoning processes by eleven finance professionals based on the earnings reports of S&p 500 companies (Zheng et al., 2021).",0.0,Neutral
"In DTE, there are three main cases: TD predicts bounding boxes of table candidates on document images (Shafait and Smith, 2010; Schreiber et al., 2017; Siddiqui et al., 2018; Paliwal et al., 2019; Prasad et al., 2020; Hashmi et al., 2021b; Zheng et al., 2021); TD searches for text lines signaling table candidates in plain-text (Hu et al.",0.0,Neutral
"…images (Shafait and Smith, 2010; Schreiber et al., 2017; Siddiqui et al., 2018; Paliwal et al., 2019; Prasad et al., 2020; Hashmi et al., 2021b; Zheng et al., 2021); TD searches for text lines signaling table candidates in plain-text (Hu et al., 1999; Ng et al., 1999; Pinto et al., 2003); TD…",0.0,Neutral
"In this scenario, TSR usually deals with tables which are subareas of document images (Zuyev, 1997; Schreiber et al., 2017; Siddiqui et al., 2019a, 2019b; Zheng et al., 2021; Hashmi et al., 2021c), lines of plain-text (Kieninger, 1998; Ng et al.",0.0,Neutral
"…scenario, TSR usually deals with tables which are subareas of document images (Zuyev, 1997; Schreiber et al., 2017; Siddiqui et al., 2019a, 2019b; Zheng et al., 2021; Hashmi et al., 2021c), lines of plain-text (Kieninger, 1998; Ng et al., 1999; Hu et al., 2000), or text chunks and rulings…",0.0,Neutral
The most common words from PubTabNet and FinTabNet as well as randomly produced text make up the corpora used to create the table content.,0.0,Neutral
"FinTabNet [65] introduces GTE, a vision-guided systematic framework for combined table detection and cell structured identification that can be constructed on top of any object detection model.",0.0,Neutral
"FinTabNet FinTabNet [65] introduces GTE, a vision-guided systematic framework for combined table detection and cell structured identification that can be constructed on top of any object detection model.",0.0,Neutral
FinTabNet is a collection of real-world and complicated scientific and financial datasets with thorough table structure annotations to aid in structure identification training and testing.,0.0,Neutral
"2021), (Zheng et al. 2021)] have proposed a modified TEDS metric named TEDS-Struct to evaluate table structure recognition accuracy only by ignoring OCR errors.",0.0,Neutral
"Some recent works [(Raja, Mondal, and Jawahar 2020), (Qiao et al. 2021), (Zheng et al. 2021)] have proposed a modified TEDS metric named TEDS-Struct to
evaluate table structure recognition accuracy only by ignoring OCR errors.",0.0,Neutral
• FinTabNet [67] We employ FinTabNet to increase samples’ diversity.,0.5,Weak
"Additionally, it is benchmarked with a number of state-of-the-art techniques such as SPLERGE [10], TabStruct-Net [18], EDD [3], GTE [28], LGPMA [9], FLAG-Net [29], etc. Unlike many state-of-the-art methods that perform evaluations only at TEDs, our method also test the Structure TEDs on PubTabNet.",0.5,Weak
"Additionally, it is benchmarked with a number of state-of-the-art techniques such as SPLERGE [10], TabStruct-Net [18], EDD [3], GTE [28], LGPMA [9], FLAG-Net [29], etc.",0.5,Weak
(2021) [89] Object Detector PDF Table Boundary Detection Fails to detect cell structures +NN Fails to return text,0.0,Neutral
"[89] introduced a Global table extractor (GTE) model based on object detector techniques, which themselves are based on neural networks",0.0,Neutral
"We unfortunately could not directly evaluate the approaches presented in [5, 25, 30, 41, 47, 89] using our cybersecurity corpus documents because their respective implementations were not available online.",-1.0,P-NR
"There are three approaches in the literature to handle table detection in documents: conventional rule-based [30, 87], metadata extraction [6, 31, 57] and machine learning and deep learning approaches [5, 25, 41, 47, 89].",0.0,Neutral
"Research models trained on reference datasets such as [5, 25, 30, 41, 47, 89] often have di culties coping with the complexity of real world document layouts [15].",0.0,Neutral
"The analysis of the layout of documents has been used by numerous researchers to develop techniques for detecting tables, layouts, and sections [5, 6, 18, 22, 23, 25, 27, 30, 34, 77, 89].",0.0,Neutral
"Data in MULTIHIERTT is collected from the FinQA dataset (Chen et al., 2021) and FinTabNet dataset (Zheng et al., 2021).",0.0,Neutral
"MULTIHIERTT are deployed based on the FinTabNet dataset (Zheng et al., 2021), which contains 89,646 pages with table annotations extracted from the annual reports of S&P 500 companies.",0.0,Neutral
"Examples for such models include OCR [7], document layout analysis [8]–[10], table structure recovery [11], [12], figure understanding [13], reference and citation resolution [14], etc.",0.0,Neutral
GTE [46] is a Global Table Extractor that consists of table detection and cell structured recognition.,0.0,Neutral
"Although [10,46] adopt post-processing operations to improve the accuracy, the result is not as expectedwhen the",0.0,Neutral
"Some recent works [8, 22, 23] have proposed a modified TEDS metric, denoted as TEDS-Struct, to evaluate table structure recognition accuracy only by ignoring OCR errors.",0.0,Neutral
[8] Figure 1: An outline of our table extraction approach.,0.0,Neutral
"To eliminate this assumption, another group of methods [8, 22, 23] proposed to detect the bounding boxes of",0.0,Neutral
"There have been a few studies that achieved promising results, such as
TableCellNet [10] reporting an F1 score of 0.937, GTE [35] reporting an F1 score of 96.24, but still this step may introduce extra to the table structure recognition result.",0.0,Neutral
"937, GTE [35] reporting an F1 score of 96.",0.0,Neutral
"Lately, a set of new model-architectures has been proposed by the community to address table-structure decomposition [37, 36, 18, 20].",0.0,Neutral
"However, this has definitely changed in recent years with the deliverance of PubTabNet [37], FinTabNet [36], TableBank [17] etc.",0.0,Neutral
